SubmissionDate,start,end,Enumerator,agf,localname,genus,species,newspecies,dbh,height,canopyd,latitude,longitude,altitude,accuracy,key,genus_species,height_m,genusCorr,speciesCorr,meanWD,sdWD,family,AGB
35:50.2,43:37.4,45:58.2,roy_spenser,pasture_agroforestry,acacia,acacia,xanthophloea,no,35,2200,900,-0.25397,36.8765336,1932.8,4.566,uuid:547cabfc-0aa2-49fc-abd1-8a4a0d1f8ff7,Acacia xanthophloea,22,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,1083.421795
35:48.6,41:13.8,43:32.1,roy_spenser,pasture_agroforestry,acacia,acacia,xanthophloea,no,50,2000,1200,-0.2538521,36.8765434,1932.8,4.275,uuid:c7076561-906b-4894-9dfa-f7a1d26484f3,Acacia xanthophloea,20,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,1980.463912
35:31.3,29:54.5,31:58.9,roy_spenser,pasture_agroforestry,acacia,acacia,xanthophloea,no,35,1500,600,-0.2534101,36.8758267,1932.9,4.76,uuid:8dae60c2-741c-4f49-ae93-b715ddc994b6,Acacia xanthophloea,15,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,745.5179428
35:17.6,50:13.0,52:21.0,roy_spenser,pasture_agroforestry,acacia,acacia,xanthophloea,no,18,600,450,-0.2001534,36.8379087,1940.9,4.9,uuid:f8f7d59f-4e13-48d3-bb2e-2f3b99c2f940,Acacia xanthophloea,6,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,83.2414735
35:16.2,47:40.5,49:57.5,roy_spenser,pasture_agroforestry,acacia,acacia,xanthophloea,no,10,500,300,-0.1999449,36.8377593,1940.9,4.86,uuid:99ff7f48-bfa1-49a1-b3fc-7a4bd7bdc0ad,Acacia xanthophloea,5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,22.11907357
35:14.1,43:47.6,46:46.9,roy_spenser,pasture_agroforestry,acacia,acacia,xanthophloea,no,35,1500,900,-0.199897,36.8375361,1940.3,4.74,uuid:688edf50-4430-45ef-9edb-5d0b03304391,Acacia xanthophloea,15,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,745.5179428
35:00.3,52:44.6,54:51.8,david_makori,natural_forest_agroforestry,Acacia,acacia,xanthophloea,no,85,1250,1150,-0.2541729,36.8773523,1975.9,4.62,uuid:2b2205f9-caaf-47b5-a06a-8efc12c9fc0d,Acacia xanthophloea,12.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,3526.810496
34:58.8,50:44.4,52:41.5,david_makori,natural_forest_agroforestry,Acacia,acacia,xanthophloea,no,150,1450,1670,-0.2539702,36.877219,1975.1,4.74,uuid:0ca401d8-9921-41f0-b706-9207490be9ff,Acacia xanthophloea,14.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,12353.71326
34:55.1,45:07.2,47:41.0,david_makori,natural_forest_agroforestry,Acacia,acacia,xanthophloea,no,128,1305,1050,-0.2536755,36.8767597,1985.6,5,uuid:5006ea6c-1709-4000-8d27-d8b58b890927,Acacia xanthophloea,13.05,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,8178.655759
34:53.9,43:11.1,45:04.5,david_makori,natural_forest_agroforestry,Acacia,acacia,xanthophloea,no,65,680,460,-0.2534426,36.8766798,1985.2,4.983,uuid:5edd7fe0-d82d-4ef5-b5bd-0894844a2a6f,Acacia xanthophloea,6.8,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,1153.208354
34:52.4,40:49.9,43:03.7,david_makori,natural_forest_agroforestry,Acacia,acacia,xanthophloea,no,215,1750,1350,-0.2533825,36.8763925,1985.4,4.86,uuid:1a2d7d13-ea29-432e-8ac0-bd24816eaa53,Acacia xanthophloea,17.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,29970.72289
34:51.1,38:40.0,40:47.1,david_makori,natural_forest_agroforestry,Acacia,acacia,xanthophloea,no,105,780,690,-0.253633,36.8764831,1985.6,4.56,uuid:766e616b-640e-4cb2-b8e6-ba0fc0824b06,Acacia xanthophloea,7.8,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,3362.157491
34:49.9,36:37.8,38:37.0,david_makori,natural_forest_agroforestry,Acacia,acacia,xanthophloea,no,57,950,560,-0.2536469,36.8765979,1985.9,4.92,uuid:acf3590f-88f6-4ae8-821f-db28377b21b8,Acacia xanthophloea,9.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,1236.796268
34:47.8,34:26.0,36:14.7,david_makori,natural_forest_agroforestry,Acacia,acacia,xanthophloea,no,125,1560,850,-0.2537508,36.876411,1986.1,4.54,uuid:b60fd9b2-6367-4065-9978-517aa6536165,Acacia xanthophloea,15.6,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,9294.5884
34:46.3,32:34.8,34:23.4,david_makori,natural_forest_agroforestry,Acacia,acacia,xanthophloea,no,65,1250,560,-0.2537488,36.8763624,1986.6,4.983,uuid:5ecb4800-bbf6-40c8-845f-a46fac1ebfc3,Acacia xanthophloea,12.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,2089.11936
34:45.1,29:43.0,32:32.2,david_makori,natural_forest_agroforestry,Acacia,acacia,xanthophloea,no,65,1350,650,-0.2537584,36.876364,1986.9,4.52,uuid:170350f8-f85f-4f64-a3cf-e871143f6354,Acacia xanthophloea,13.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,2252.085317
34:43.5,00:33.8,02:17.9,david_makori,pasture_agroforestry,Acacia,acacia,xanthophloea,no,65,750,650,-0.2003846,36.8384249,1989.6,4.96,uuid:f68ef0e6-e742-4286-88af-0863a28ccd54,Acacia xanthophloea,7.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,1268.933533
34:42.2,58:22.6,00:30.4,david_makori,pasture_agroforestry,Acacia,acacia,xanthophloea,no,42,520,450,-0.2003625,36.8384086,1990.1,4.36,uuid:8e062998-6ec0-4742-aba4-c2c733cfbb32,Acacia xanthophloea,5.2,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,378.420005
34:40.3,56:16.9,58:18.9,david_makori,pasture_agroforestry,Acacia,acacia,xanthophloea,no,45,850,520,-0.2005718,36.8382485,1990.2,4.42,uuid:8dd72120-8437-42c4-a9f2-31741b4274a7,Acacia xanthophloea,8.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,699.4487644
34:38.7,54:00.9,56:13.3,david_makori,pasture_agroforestry,Acacia,acacia,xanthophloea,no,55,1050,650,-0.2005161,36.8380935,1990.7,4.9,uuid:9f788c7d-1f59-4627-97ab-feab4d349aca,Acacia xanthophloea,10.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,1271.864761
34:36.6,50:55.4,52:43.2,david_makori,pasture_agroforestry,Acacia,acacia,xanthophloea,no,25,520,380,-0.2002823,36.8376704,1990.7,4.64,uuid:a3d31e7e-079f-4ea3-aec0-7d947b18a5a4,Acacia xanthophloea,5.2,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,137.4581103
34:35.2,48:41.0,50:52.9,david_makori,pasture_agroforestry,Acacia,acacia,xanthophloea,no,35,650,450,-0.2003518,36.8378397,1990.5,4.56,uuid:36784b70-d9cc-4dde-b1b1-1f09ea24f614,Acacia xanthophloea,6.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,329.6070312
34:34.0,46:33.0,48:38.0,david_makori,pasture_agroforestry,Acacia,acacia,xanthophloea,no,28,560,480,-0.2001603,36.8378679,1991.3,4.64,uuid:b94aa874-ead7-48df-8932-2c4306d96839,Acacia xanthophloea,5.6,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,184.3555432
34:33.0,48:39.6,50:13.7,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,no,32,650,250,-0.0809417,36.6305717,2219.8,4.4,uuid:4d47d2db-c4e7-45d9-bbbe-0748acde1e7d,Acacia drepanolobium,6.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,287.3360259
34:31.8,47:05.7,48:36.9,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,no,19,650,180,-0.0809362,36.6305703,2219.8,4.92,uuid:8d6cc991-4fdf-4e82-8d59-19da3276d653,Acacia drepanolobium,6.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,103.8638345
34:31.0,45:17.3,46:54.6,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,no,32,850,450,-0.0809501,36.6304571,2219.1,3.64,uuid:1d870a6f-7b0b-4830-b425-79588022eed6,Acacia drepanolobium,8.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,373.3356959
23/08/2024 18:34,43:15.0,45:14.1,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,no,25,480,150,-0.0809277,36.6303414,2218.8,5,uuid:17a17193-93f5-483c-a0a7-afbfe611c474,Acacia drepanolobium,4.8,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,132.0092099
34:29.6,58:40.9,00:37.2,henry_oindi,pasture_agroforestry,Whistling thorn,acacia,xanthophloea,no,25,500,350,-0.2000813,36.8377736,1938.2,3.4,uuid:fc115d6f-61db-4748-b792-28a60a676e8d,Acacia xanthophloea,5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,132.2957309
34:28.8,39:43.5,42:15.4,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,no,35,650,350,-0.0804498,36.6299561,2218.9,4.8,uuid:144e7393-58be-4b9c-b763-7dbe9d42e0b9,Acacia drepanolobium,6.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,342.2615759
34:28.1,53:58.1,58:32.9,henry_oindi,pasture_agroforestry,Whistling acacia,acacia,xanthophloea,no,20,400,300,-0.2000047,36.8377905,1934.2,4.76,uuid:dec9bcad-bf2e-4372-80a3-3e5a6bdf84de,Acacia xanthophloea,4,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,68.83246332
34:27.7,37:21.7,39:40.6,david_makori,pasture_agroforestry,Acacia,acacia,xanthophloea,no,56,950,860,-0.0800495,36.6298262,2218.7,4.5,uuid:0ee1d052-caa0-4dee-8782-dfa16d981ab7,Acacia xanthophloea,9.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,1194.79522
34:26.6,33:43.7,35:34.0,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,no,35,650,710,-0.079949,36.6307105,2219,4.46,uuid:b6e18478-1122-4c94-b3fe-009bc7cd5fcc,Acacia drepanolobium,6.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,342.2615759
34:25.6,30:28.3,33:07.2,david_makori,pasture_agroforestry,Acacia,acacia,drepanolobium,no,18,450,250,-0.0800583,36.63101,2276.7,4.6,uuid:dcafe540-c0ff-43d5-82d6-68ae6ab8a195,Acacia drepanolobium,4.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,65.27715685
34:20.0,48:40.8,50:24.0,henry_oindi,pasture_agroforestry,Ant gall acacia,acacia,drepanolobium,no,28,600,350,-0.0807507,36.6306957,2175.6,4.96,uuid:e1e76153-80a3-475b-9756-fe9fc74b97ae,Acacia drepanolobium,6,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,204.767951
34:19.1,45:33.7,48:37.8,henry_oindi,pasture_agroforestry,Ant gall acacia,acacia,drepanolobium,no,16,500,400,-0.0804545,36.6307365,2175.7,4.98,uuid:d846c718-446d-4287-bacb-f16b6f3843d2,Acacia drepanolobium,5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,57.48715516
34:17.2,43:34.3,45:19.6,henry_oindi,pasture_agroforestry,Ant gall acacia,acacia,drepanolobium,no,18,400,200,-0.0803677,36.6309201,2175.3,4.7,uuid:d9b8ec3a-8924-4408-a8a0-b004a36a7c33,Acacia drepanolobium,4,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,58.1883937
34:12.8,40:46.9,43:26.6,henry_oindi,pasture_agroforestry,Ant gall acacia,acacia,drepanolobium,no,26,500,600,-0.0803082,36.6307944,2175.2,4.8,uuid:0200f95f-5be4-49ba-9b40-8f8ef0bafc0a,Acacia drepanolobium,5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,148.3052709
34:10.0,37:55.8,40:26.7,henry_oindi,pasture_agroforestry,Ant gall acacia,acacia,drepanolobium,no,18,600,200,-0.0801589,36.6309013,2176.3,4.8,uuid:853cf95d-69cd-48f9-a75e-2bd663f333f0,Acacia drepanolobium,6,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,86.43734873
34:07.8,36:06.1,37:47.5,henry_oindi,pasture_agroforestry,Ant gall acacia,acacia,drepanolobium,no,6,150,60,-0.0801643,36.6309894,2176.1,4.84,uuid:1cc13ed1-676e-48bd-9898-f7233f39348b,Acacia drepanolobium,1.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,2.616677479
34:05.2,33:56.8,36:01.4,henry_oindi,pasture_agroforestry,Ant gall acacia,acacia,drepanolobium,no,12,600,150,-0.0800789,36.631056,2176.2,4.92,uuid:e2447e61-f713-4d29-9fea-6849edcd3577,Acacia drepanolobium,6,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,39.17159898
34:02.8,30:58.6,33:33.7,henry_oindi,pasture_agroforestry,Ant gall acacia,acacia,drepanolobium,no,24,550,300,-0.0797981,36.6310887,2176.5,4.983,uuid:b44d2a68-3450-4b75-ab18-06de08b7b09a,Acacia drepanolobium,5.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,139.2195469
31:33.8,53:56.5,57:07.0,judy_akinyi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,150,1400,650,-0.254595,36.8776217,1927.7,3.7,uuid:8f74709d-f9af-435e-9d41-c097c4f6f8de,Acacia xanthophloea,14,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,11937.77281
31:32.3,50:18.5,53:30.1,judy_akinyi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,200,950,650,-0.2543076,36.8771746,1927.1,4.75,uuid:0e12326a-80c3-4e73-9629-f3d3d7ca3940,Acacia xanthophloea,9.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,14336.42936
31:30.6,47:58.8,50:13.6,judy_akinyi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,130,1200,500,-0.253914,36.8768119,1926.5,3,uuid:f536c5ae-36e0-4c3a-97bd-fa3401887d01,Acacia xanthophloea,12,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,7767.308036
31:29.1,45:21.3,47:51.2,judy_akinyi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,200,1300,300,-0.2539153,36.8768997,1927,4.85,uuid:c3d77aa3-b35d-4382-8e99-80a570ff4dd8,Acacia xanthophloea,13,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,19471.14416
31:28.3,37:46.2,39:36.2,judy_akinyi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,90,800,400,-0.253395,36.8762777,1919.1,4.65,uuid:c94f8685-4a42-4525-b85f-347f581b221c,Acacia xanthophloea,8,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,2550.758924
31:27.4,34:30.2,36:28.1,judy_akinyi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,180,1200,800,-0.2535362,36.8760923,1919.2,4.4,uuid:93b416b6-072d-47d8-ba8e-d18377056502,Acacia xanthophloea,12,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,14660.3735
31:26.5,32:12.3,34:14.1,judy_akinyi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,100,1100,500,-0.2536182,36.8760624,1919.3,3.1,uuid:8fe81013-558c-403e-be7e-07c3e3b6039e,Acacia xanthophloea,11,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,4275.347989
31:25.5,28:29.7,32:06.9,judy_akinyi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,200,1100,600,-0.2536331,36.8762038,1912.8,4.84,uuid:00974b73-ea42-46cf-aad4-257c0330da0a,Acacia xanthophloea,11,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,16541.77164
31:20.1,47:17.1,49:38.5,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,20,250,200,-0.0809181,36.6306463,2181.6,4.9,uuid:0423a2ee-a508-4477-8a7d-b4dee339685e,Acacia drepanolobium,2.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,45.17871633
31:19.0,43:35.3,46:46.5,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,35,350,400,-0.0807904,36.6306368,2181.2,4.666,uuid:f1b33a2c-c5d5-41d1-bce1-057fdb38bee5,Acacia drepanolobium,3.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,187.0531908
31:18.2,41:06.1,43:28.4,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,40,550,300,-0.0807872,36.6305762,2180.2,3.2,uuid:3dfbd0ef-b80d-4e80-8faa-063a1f9bc2d8,Acacia drepanolobium,5.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,377.3540149
31:17.3,39:01.5,41:00.5,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,60,550,450,-0.0806764,36.6305049,2179.5,3.72,uuid:fba6b5eb-d288-46cb-8287-1237024741aa,Acacia drepanolobium,5.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,832.6818775
31:16.4,37:04.7,38:55.6,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,50,400,330,-0.0804489,36.6307367,2178.2,4.76,uuid:fc4fceb9-f217-43aa-8bf6-80385fe59ef8,Acacia drepanolobium,4,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,427.4978029
31:15.5,34:53.4,36:41.1,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,60,400,300,-0.0803179,36.6307913,2177,4.4,uuid:af2088f4-df2b-4ad5-9362-13ab9cf55ee1,Acacia drepanolobium,4,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,610.2329856
31:14.6,32:37.7,34:20.5,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,20,300,250,-0.0800621,36.6307705,2175.6,4.025,uuid:d79442ce-001f-4db2-97c8-c537fbb544d9,Acacia drepanolobium,3,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,53.9777507
31:13.2,29:59.1,32:20.2,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,30,350,350,-0.0798372,36.630916,2173.1,4.62,uuid:ab605f1f-8b48-40c5-8898-c9abac11cc0f,Acacia drepanolobium,3.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,138.4474584
31:09.5,59:12.9,07:13.5,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,60,200,200,0.0189375,36.4684085,2228.5,3.1,uuid:b170003a-5867-4783-8bde-c07d5038d816,Acacia drepanolobium,2,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,310.2347223
31:08.7,56:36.1,07:05.6,judy_akinyi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,100,450,350,0.0189686,36.4682298,2227.8,3.88,uuid:535b45d3-5034-4628-a05f-0a33471c1ab1,Acacia drepanolobium,4.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,1855.53564
31:07.9,47:57.0,55:21.0,judy_akinyi,pasture_agroforestry,Acacia,acacia,tortilis,no,60,350,300,0.0191226,36.4675531,2227.6,4.96,uuid:6c091c74-22ed-4beb-ad26-bc397dfa90ea,Acacia tortilis,3.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,535.6677978
30:45.4,53:18.8,56:25.7,sarah_mwangi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,150,1200,610,-0.2542034,36.8778564,1902.4,4.4,uuid:2213b8f3-b6dc-4ad8-8cc8-ece5610a3450,Acacia xanthophloea,12,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,10270.30267
30:44.2,49:42.8,53:03.5,sarah_mwangi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,95,1200,830,-0.2538266,36.8779921,1900.4,4.98,uuid:35cd53a9-d869-4beb-be4f-1bfbe09ff5b6,Acacia xanthophloea,12,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,4210.848172
30:43.1,47:30.8,49:39.9,sarah_mwangi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,30,850,660,-0.254081,36.8770963,1898.5,4.92,uuid:5cc5edf6-d8a1-4aa6-ac0e-e1d9bb522c54,Acacia xanthophloea,8.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,316.9755541
30:42.0,45:21.1,47:26.6,sarah_mwangi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,75,1200,720,-0.2539278,36.8768512,1898.4,4.92,uuid:b447ad64-bd12-46eb-b756-0db21086537f,Acacia xanthophloea,12,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,2654.438643
30:40.8,35:57.6,38:15.4,sarah_mwangi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,250,1100,800,-0.2532991,36.8763029,1921.9,4.9,uuid:21ac7f89-85fd-4b8c-a42e-b76ae71c6711,Acacia xanthophloea,11,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,25571.15629
30:39.7,33:45.9,35:46.4,sarah_mwangi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,52,900,400,-0.253482,36.8763493,1921.3,4.9,uuid:2b66a330-8aaa-417b-8b3b-aa15fa28cc45,Acacia xanthophloea,9,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,980.7344364
30:38.6,31:03.9,33:42.5,sarah_mwangi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,62,880,530,-0.2533781,36.8765593,1921.2,4.9,uuid:cb94e054-4f6a-45ed-9496-419e1fb9dc8c,Acacia xanthophloea,8.8,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,1352.495643
30:37.7,28:25.5,31:00.3,sarah_mwangi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,68,940,700,-0.2537324,36.8760308,1922.7,4.86,uuid:fc7a48f5-753d-4378-89db-2deb57f270d3,Acacia xanthophloea,9.4,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,1727.437693
30:36.0,03:24.5,05:08.0,sarah_mwangi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,14,145,280,-0.2010292,36.8379769,1959.9,4.833,uuid:0ceb8ad6-9270-4d10-acdb-ca5fdeb534fb,Acacia xanthophloea,1.45,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,12.74410394
30:32.0,52:49.8,55:25.1,sarah_mwangi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,28,160,330,-0.2005377,36.8374105,1960.3,4.6,uuid:d218e4db-6ab8-4a80-ab7a-b89dde959103,Acacia xanthophloea,1.6,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,54.28074368
30:30.0,46:59.2,50:15.5,sarah_mwangi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,28,500,320,-0.1999894,36.8373567,1960.4,4.98,uuid:bc93ecb3-3ba4-4d0d-aea8-bb21ee5aef3d,Acacia xanthophloea,5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,165.0514752
30:28.5,43:50.9,46:54.6,sarah_mwangi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,38,620,450,-0.1999373,36.8372023,1962.4,4.95,uuid:851a11b0-3fc4-4ae3-92a6-3f3dca0c3e6d,Acacia xanthophloea,6.2,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,369.5592512
30:24.1,47:17.1,49:09.0,sarah_mwangi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,14,230,100,-0.0809012,36.6304803,2144.4,4.833,uuid:1a90b258-8cce-4bde-a61b-2268c3ca16fc,Acacia drepanolobium,2.3,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,20.75975294
30:21.2,43:56.6,47:11.3,sarah_mwangi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,18,140,100,-0.0804423,36.6302051,2144.4,4.833,uuid:45b8162b-71ef-4cb7-a67d-c8104d9f1d05,Acacia drepanolobium,1.4,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,20.88559152
30:18.3,41:29.5,43:51.4,sarah_mwangi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,60,510,580,-0.0805896,36.6300575,2143.7,4.98,uuid:82728be5-0d59-4444-9773-c1603dd1e8ee,Acacia drepanolobium,5.1,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,773.5236913
30:14.8,39:46.4,41:26.5,sarah_mwangi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,33,380,460,-0.0804898,36.6301322,2143.7,4.76,uuid:14c65545-d910-4215-8a5e-1db23a73fd8d,Acacia drepanolobium,3.8,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,180.6932328
30:12.8,37:50.0,39:40.7,sarah_mwangi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,20,300,120,-0.080472,36.6303178,2143.9,4.54,uuid:258b56b0-30da-4605-815c-a12585c2dd65,Acacia drepanolobium,3,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,53.9777507
30:10.4,35:42.3,37:38.8,sarah_mwangi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,36,410,530,-0.0802781,36.630446,2143.9,4.6,uuid:6ff2a2bd-bcaa-4046-a609-0e8e7d12d6f8,Acacia drepanolobium,4.1,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,230.6287328
30:07.7,33:43.4,35:39.6,sarah_mwangi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,35,330,248,-0.0802187,36.6303437,2144.1,5,uuid:78b57df5-d9d7-4800-a42d-f9e170c677cc,Acacia drepanolobium,3.3,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,176.6136699
30:05.1,32:01.0,33:37.5,sarah_mwangi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,13,310,90,-0.0800735,36.6304733,2144.2,4.54,uuid:12ae1ee1-c609-4862-96fd-541739ca88a3,Acacia drepanolobium,3.1,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,24.03921734
30:02.6,30:07.7,31:56.1,sarah_mwangi,pasture_agroforestry,Acacia,acacia,drepanolobium,no,63,330,520,-0.0799305,36.6305769,2144.2,5,uuid:5d0a72ad-3503-44d3-a886-29628c40369a,Acacia drepanolobium,3.3,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,556.3092035
29:56.7,54:40.0,57:04.8,sarah_mwangi,pasture_agroforestry,Umbrella tree,acacia,tortilis,no,13,190,300,0.0190406,36.4675964,2241.2,4.72,uuid:91f2f661-3211-49d7-a0c6-20f8179f246f,Acacia tortilis,1.9,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,14.90784351
47:02.5,34:49.9,36:53.1,henry_oindi,pasture_agroforestry,Black wattle,acacia,mearnsii,no,60,800,450,-0.02414,36.3608674,2359.9,4.84,uuid:af642045-a6c0-43ed-a33d-67e20cd150e3,Acacia mearnsii,8,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,1009.352546
47:00.5,31:45.7,34:32.0,henry_oindi,pasture_agroforestry,Black wattle,acacia,mearnsii,no,64,1000,650,-0.0242817,36.361065,2359.8,3.9,uuid:6fcd9ff5-a3a2-4d69-bb1f-d00c09501ab1,Acacia mearnsii,10,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,1423.439863
46:58.9,29:17.6,31:41.7,henry_oindi,pasture_agroforestry,Black wattle,acacia,mearnsii,no,50,900,600,-0.0245854,36.3614019,2359.5,4.94,uuid:03fd74b9-c99b-4cd2-8099-0b3617afe5a1,Acacia mearnsii,9,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,793.2424595
