FID,start,Enumerator,Type_of_ag,Polygon_No,Transects,plant_name,plant_na_1,plant_na_2,is_it_new_,plant_DBH,plant_me_Height,plant_me_Canopy,photo_Whol,photo_Cano,photo_Flow,photo_Frui,photo_Trun,external_g,gps_Latitu,gps_Longit,gps_Altitu,gps_Accura,comments,meta_insta,SubmitterI,SubmitterN,Attachment
5777,2024-12-06T16:25:36.526+03:00,sarah_mwangi,cropland_agroforestry,26,3,Mango,Mangifera,indica 1,no,350,1000,1200,1733491632758.jpg,1733491639133.jpg,1733491652956.jpg,1733491659298.jpg,1733491673284.jpg, ,-4.3092734,39.4566651,524.438,1.238, ,uuid:95495da5-a459-4a68-8f0f-9feb384c0129,616,Lacuna Data Collectors,5
793,2024-07-18T17:20:10.063+03:00,sarah_mwangi,cropland_agroforestry,82,4,Mango,Mangifera,indica,no,150,800,1200,1721312482641.jpg,1721312504090.jpg,1721312520757.jpg,1721312547018.jpg,1721312556633.jpg, ,-1.754523,37.6041561,1159.3,4.5, ,uuid:181a9aa9-2f47-433e-9515-51c26872a8e8,616,Lacuna Data Collectors,5
794,2024-07-18T12:17:48.832+03:00,sarah_mwangi,cropland_agroforestry,104,4,Mango,Mangifera,indica,no,130,700,1200,1721294326269.jpg,1721294336357.jpg,1721294344868.jpg,1721294355089.jpg,1721294366521.jpg, ,-1.8292061,37.6850373,1110.3,4.54, ,uuid:fec7ce01-8cd4-46a4-b0e8-4b67798f1dd0,616,Lacuna Data Collectors,5
795,2024-07-18T11:53:38.692+03:00,sarah_mwangi,cropland_agroforestry,104,4,Mango,Mangifera,indica,no,120,1200,1200,1721292871965.jpg,1721292880845.jpg,1721292890453.jpg,1721292907845.jpg,1721292917451.jpg, ,-1.8292205,37.6843247,1107.3,4.8, ,uuid:a1ee4e3f-feeb-47dc-8fb0-a5a2a438f18d,616,Lacuna Data Collectors,5
806,2024-07-18T11:36:14.225+03:00,sarah_mwangi,cropland_agroforestry,104,4,Mango,Mangifera,indica,no,75,900,1200,1721291871034.jpg,1721291891026.jpg,1721291910306.jpg,1721291921018.jpg,1721291936408.jpg, ,-1.8290444,37.6847768,1106.1,4.96, ,uuid:62a60e8c-f45a-4dcf-ba6c-517df83af608,616,Lacuna Data Collectors,5
2896,2024-08-27T15:59:54.667+03:00,roy_spenser,cropland_agroforestry,141,4,Mango,Mangifera,indica,no,70,1800,1200,1724763676798.jpg,1724763688515.jpg,1724763702142.jpg,1724763718471.jpg,1724763731502.jpg, ,-0.5505809,37.638197,1129,4.96, ,uuid:50617358-a362-40d6-b055-a9b1e44fadb2,616,Lacuna Data Collectors,5
2950,2024-08-26T15:03:42.835+03:00,roy_spenser,cropland_agroforestry,136,4,Mango,Mangifera,indica,no,50,1000,1200,1724673903772.jpg,1724673909972.jpg,1724673917626.jpg,1724673928049.jpg,1724673936279.jpg, ,-0.173033,37.8286494,907.3,4.2, ,uuid:ca584c2a-35b3-40bc-bf68-646ca8131a17,616,Lacuna Data Collectors,5
2925,2024-08-26T13:07:41.464+03:00,roy_spenser,cropland_agroforestry,135,4,Mango,Mangifera,indica,no,50,800,1200,1724666945510.jpg,1724666965737.jpg,1724666975975.jpg,1724666986536.jpg,1724667001314.jpg, ,-0.0182385,37.7815373,1107.4,4.94, ,uuid:2417988e-81e6-478b-92d2-1d2cca091b4f,616,Lacuna Data Collectors,5
5805,2024-12-06T16:47:25.554+03:00,henry_oindi,cropland_agroforestry,26,3,Mango,Mangifera,indica 1,no,160,2400,1100,1733492879489.jpg,1733492885194.jpg,1733492891560.jpg,1733492902106.jpg,1733492919907.jpg, ,-4.3084119,39.4571706,107.665,1.253, ,uuid:d8d9080a-7366-4f48-93a3-d1c38f842a8f,616,Lacuna Data Collectors,5
2942,2024-08-26T12:58:30.768+03:00,judy_akinyi,cropland_agroforestry,135,4,Mango,Mangifera,indica,no,150,950,1100,1724666404735.jpg,1724666429709.jpg,1724666440637.jpg,1724666451188.jpg,1724666459372.jpg, ,-0.0177637,37.7817421,1064.3,4.966, ,uuid:7abaf039-4ac0-4e3f-bdd9-1acede55fe9f,616,Lacuna Data Collectors,5
767,2024-07-18T17:20:37.154+03:00,david_makori,cropland_agroforestry,82,4,Mango,Mangifera,indica,no,42,890,1050,1721312516295.jpg,1721312526785.jpg,1721312541915.jpg,1721312549067.jpg,1721312558763.jpg, ,-1.7543544,37.6040517,1175.5,4.8, ,uuid:a3b6dd4e-6e4b-4027-89de-e06d285ce107,616,Lacuna Data Collectors,5
2923,2024-08-26T12:24:07.000+03:00,roy_spenser,cropland_agroforestry,134,4,Mango,Mangifera,indica,no,350,1200,1000,1724664289873.jpg,1724664297100.jpg,1724664323399.jpg,1724664332877.jpg,1724664347797.jpg, ,-0.0167168,37.7824737,1079.2,4.933, ,uuid:622ac09b-57f1-43cc-8489-41de8c04e8e7,616,Lacuna Data Collectors,5
5782,2024-12-06T16:30:18.633+03:00,sarah_mwangi,cropland_agroforestry,26,3,Mango,Mangifera,indica 1,no,300,950,1000,1733491867707.jpg,1733491872930.jpg,1733491892788.jpg,1733491899402.jpg,1733491912821.jpg, ,-4.3092419,39.456635,148.492,1.427, ,uuid:13ca1643-5e02-405e-a6e7-7a1119622128,616,Lacuna Data Collectors,5
788,2024-07-18T11:21:57.117+03:00,sarah_mwangi,cropland_agroforestry,104,4,Mango,Mangifera,indica,no,300,600,1000,1721291147278.jpg,1721291155950.jpg,1721291166433.jpg,1721291176330.jpg,1721291184234.jpg, ,-1.8289603,37.6851084,1106.6,4.94, ,uuid:e071aed2-afd8-45e0-8165-25d23b5ca769,616,Lacuna Data Collectors,5
2957,2024-08-28T13:29:32.629+03:00,judy_akinyi,cropland_agroforestry,151,4,Mango,Mangifera,indica,no,130,800,1000,1724841014598.jpg,1724841021174.jpg,1724841032309.jpg,1724841093405.jpg,1724841046188.jpg, ,-0.570878,37.3550228,1295,4.92, ,uuid:f53a6c54-819f-4e06-820e-91bba9093797,616,Lacuna Data Collectors,5
798,2024-07-18T11:50:34.423+03:00,sarah_mwangi,cropland_agroforestry,104,4,Mango,Mangifera,indica,no,110,1100,1000,1721292711802.jpg,1721292722751.jpg,1721292736859.jpg,1721292746554.jpg,1721292755504.jpg, ,-1.829161,37.6844137,1107.2,4.92, ,uuid:a325fe6a-773e-492f-b4f4-99d212ad0db5,616,Lacuna Data Collectors,5
2954,2024-08-28T12:48:14.229+03:00,judy_akinyi,cropland_agroforestry,150,4,Mango,Mangifera,indica,no,100,800,1000,1724838564842.jpg,1724838578884.jpg,1724838588197.jpg,1724838593245.jpg,1724838604292.jpg, ,-0.5502112,37.3988296,1342.5,4.5, ,uuid:cf6cbd10-3458-4cb9-b0f4-b1057bf989a2,616,Lacuna Data Collectors,5
802,2024-07-18T11:33:50.937+03:00,sarah_mwangi,cropland_agroforestry,104,4,Mango,Mangifera,indica,no,80,800,1000,1721291697277.jpg,1721291708785.jpg,1721291716964.jpg,1721291724531.jpg,1721291732146.jpg, ,-1.82903,37.6848725,1106.1,4.92, ,uuid:1d32d927-67d3-4e77-a56b-59f721c42085,616,Lacuna Data Collectors,5
2888,2024-08-26T12:26:32.789+03:00,roy_spenser,cropland_agroforestry,134,4,Mango,Mangifera,indica,no,60,1300,1000,1724664434319.jpg,1724664442033.jpg,1724664453021.jpg,1724664464306.jpg,1724664483267.jpg, ,-0.0167402,37.7823862,1079.1,4.4, ,uuid:af9d6bed-7012-43ee-9614-8e59e79b2de0,616,Lacuna Data Collectors,5
764,2024-07-18T12:02:04.400+03:00,henry_oindi,cropland_agroforestry,104,4,Mango,Mangifera,indica,no,50,800,1000,1721293410276.jpg,1721293420794.jpg,1721293445305.jpg,1721293453354.jpg,1721293460051.jpg, ,-1.8282641,37.6845368,1148,5, ,uuid:75de5948-0427-43b8-9d1b-a5e1e96071d7,616,Lacuna Data Collectors,5
808,2024-07-18T11:45:57.265+03:00,henry_oindi,cropland_agroforestry,104,4,Mango,Mangifera,indica,no,50,700,1000,1721292415479.jpg,1721292423724.jpg,1721292438861.jpg,1721292460191.jpg,1721292466136.jpg, ,-1.8284962,37.6848499,1139.7,4.88, ,uuid:821c7ddc-04e7-41d6-b742-78857a241b61,616,Lacuna Data Collectors,5
2927,2024-08-26T15:01:09.545+03:00,roy_spenser,cropland_agroforestry,136,4,Mango,Mangifera,indica,no,40,1300,1000,1724673717280.jpg,1724673728509.jpg,1724673740299.jpg,1724673750990.jpg,1724673766840.jpg, ,-0.1731588,37.8287541,907.6,4.8, ,uuid:e85ef4d3-4fc4-47bb-a53a-fefe4df26da3,616,Lacuna Data Collectors,5
5834,2024-12-06T17:51:20.274+03:00,david_makori,cropland_agroforestry,27,3,Mango,Mangifera,indica 1,no,230,1260,980,1733496737496.jpg,1733496743658.jpg,1733496761055.jpg,1733496778485.jpg,1733496784102.jpg, ,-4.3211021,39.4906121,86.523,1.348, ,uuid:22a61464-2924-4af2-9bf6-7dac167f452d,616,Lacuna Data Collectors,5
2945,2024-08-26T13:10:22.242+03:00,judy_akinyi,cropland_agroforestry,135,4,Mango,Mangifera,indica,no,120,800,950,1724667076943.jpg,1724667087642.jpg,1724667101886.jpg,1724667110902.jpg,1724667117849.jpg, ,-0.018146,37.7813903,1064.2,4.9, ,uuid:06d69980-aaa6-4ab8-b105-f4a6fac4a32c,616,Lacuna Data Collectors,5
774,2024-07-18T17:10:58.126+03:00,david_makori,cropland_agroforestry,82,4,Mango,Mangifera,indica,no,32,720,950,1721311918819.jpg,1721311926051.jpg,1721311940935.jpg,1721311947409.jpg,1721311955336.jpg, ,-1.7545224,37.6038172,1166.3,4.94, ,uuid:2dbcce76-09d2-4131-aaa3-6a84b10d272a,616,Lacuna Data Collectors,5
5838,2024-12-06T17:53:06.013+03:00,judy_akinyi,cropland_agroforestry,27,3,Mango,Mangifera,indica 1,no,200,800,900,1733496909367.jpg,1733496917059.jpg,1733496930616.jpg,1733496942908.jpg,1733496950988.jpg, ,-4.3210124,39.4905265,76.496,1.383, ,uuid:1de8ba64-fe19-47bc-95de-94176a633122,616,Lacuna Data Collectors,5
2887,2024-08-26T12:25:04.651+03:00,judy_akinyi,cropland_agroforestry,134,4,Mango,Mangifera,indica,no,150,800,900,1724664375154.jpg,1724664391390.jpg,1724664410945.jpg,1724664419550.jpg,1724664429173.jpg, ,-0.0169374,37.7826633,1060.4,4.825, ,uuid:eba45dde-f75b-4cac-97c6-3c686f0aca3d,616,Lacuna Data Collectors,5
2946,2024-08-26T14:50:58.127+03:00,judy_akinyi,cropland_agroforestry,136,4,Mango,Mangifera,indica,no,100,800,900,1724673165745.jpg,1724673180311.jpg,1724673188933.jpg,1724673196285.jpg,1724673202198.jpg, ,-0.1726483,37.8287017,883.6,4.983, ,uuid:4cd6e54f-ee00-4e00-9bdc-7b188037e1f2,616,Lacuna Data Collectors,5
805,2024-07-18T11:59:44.433+03:00,sarah_mwangi,cropland_agroforestry,104,4,Mango,Mangifera,indica,no,75,850,900,1721293289223.jpg,1721293307469.jpg,1721293320378.jpg,1721293329324.jpg,1721293336792.jpg, ,-1.829128,37.6840768,1107.2,4.86, ,uuid:a2d20526-f65e-4581-a48b-812c37763b68,616,Lacuna Data Collectors,5
2889,2024-08-26T12:28:58.810+03:00,roy_spenser,cropland_agroforestry,134,4,Mango,Mangifera,indica,no,50,1300,900,1724664598994.jpg,1724664606789.jpg,1724664619863.jpg,1724664635815.jpg,1724664649933.jpg, ,-0.016435,37.78213,1073.3,3.9, ,uuid:a0ecd438-0377-412e-b227-e0ed86e81bf7,616,Lacuna Data Collectors,5
770,2024-07-18T17:08:42.637+03:00,david_makori,cropland_agroforestry,82,4,Mango,Mangifera,indica,no,38,550,900,1721311789247.jpg,1721311797047.jpg,1721311809907.jpg,1721311816397.jpg,1721311830964.jpg, ,-1.7545601,37.6037837,1166.4,4.833, ,uuid:782d5b32-92fa-498d-959a-3e27d0c7fb3a,616,Lacuna Data Collectors,5
2918,2024-08-28T12:40:51.184+03:00,roy_spenser,cropland_agroforestry,150,4,Mango,Mangifera,indica,no,35,700,900,1724838095569.jpg,1724838104891.jpg,1724838112593.jpg,1724838137831.jpg,1724838156205.jpg, ,-0.5501546,37.3993112,1367.9,2.95, ,uuid:b39b0a3f-00ce-4b71-9dce-de17a3f1cee7,616,Lacuna Data Collectors,5
5405,2024-12-04T14:10:54.711+03:00,david_makori,cropland_agroforestry,15,3,Mango,Mangifera,indica 1,no,125,930,840,1733310699360.jpg,1733310706078.jpg,1733310714443.jpg,1733310721597.jpg,1733310735647.jpg, ,-3.97128,39.6812309,14.80000019,1.791, ,uuid:270b69fc-3dbd-4eed-a6e8-9f4a21e71f3e,616,Lacuna Data Collectors,5
5386,2024-12-04T14:02:00.555+03:00,david_makori,cropland_agroforestry,15,3,Mango,Mangifera,indica 1,no,85,1280,830,1733310187448.jpg,1733310194669.jpg,1733310209212.jpg,1733310219591.jpg,1733310227682.jpg, ,-3.9712149,39.6810241,304.307,1.541, ,uuid:46b6eed3-7562-4e37-b333-7dd4dc657989,616,Lacuna Data Collectors,5
2899,2024-08-27T16:22:19.772+03:00,sarah_mwangi,cropland_agroforestry,141,4,Mango,Mangifera,indica,no,100,1300,820,1724764980914.jpg,1724764988522.jpg,1724764995918.jpg,1724765001469.jpg,1724765009415.jpg, ,-0.551118,37.637904,1110.8,4.966, ,uuid:e34cc80f-5a5d-49c9-88c9-935dac3f3c59,616,Lacuna Data Collectors,5
5791,2024-12-06T16:37:03.832+03:00,sarah_mwangi,cropland_agroforestry,26,3,Mango,Mangifera,indica 1,no,200,850,800,1733492275244.jpg,1733492282196.jpg,1733492293180.jpg,1733492297588.jpg,1733492302935.jpg, ,-4.3093819,39.456576,141.009,2.008, ,uuid:73d6294e-64bf-426f-8e60-a8ce5b8fb11d,616,Lacuna Data Collectors,5
2966,2024-08-31T13:57:08.953+03:00,judy_akinyi,cropland_agroforestry,157,4,Mango,Mangifera,indica,no,160,700,800,1725101912633.jpg,1725101930563.jpg,1725101937039.jpg,1725101948321.jpg,1725101961462.jpg, ,-1.0706466,37.354804,1325.9,2.675, ,uuid:5fba2e77-0f3c-42aa-bd0e-8c4b05df2d14,616,Lacuna Data Collectors,5
2934,2024-08-26T12:22:29.368+03:00,judy_akinyi,cropland_agroforestry,134,4,Mango,Mangifera,indica,no,150,650,800,1724664214510.jpg,1724664222553.jpg,1724664238315.jpg,1724664244535.jpg,1724664261084.jpg, ,-0.0167689,37.7826633,1060.4,4.933, ,uuid:e1c967df-f338-42c3-9a3d-f7523e1c2ccf,616,Lacuna Data Collectors,5
2947,2024-08-26T14:55:33.989+03:00,judy_akinyi,cropland_agroforestry,136,4,Mango,Mangifera,indica,no,140,700,800,1724673394302.jpg,1724673402097.jpg,1724673412633.jpg,1724673420339.jpg,1724673427770.jpg, ,-0.1728111,37.82872,884.5,4.88, ,uuid:d9045326-ae4e-49cf-bd56-9a151424b8cd,616,Lacuna Data Collectors,5
2941,2024-08-26T12:54:58.548+03:00,judy_akinyi,cropland_agroforestry,135,4,Mango,Mangifera,indica,no,130,850,800,1724666150761.jpg,1724666158816.jpg,1724666174501.jpg,1724666198926.jpg,1724666207103.jpg, ,-0.0175805,37.7818163,1064.3,4.6, ,uuid:4c0bf43d-ad33-48f6-b468-8fbf83df65bb,616,Lacuna Data Collectors,5
5278,2024-12-03T14:55:44.516+03:00,judy_akinyi,cropland_agroforestry,11,3,Mango,Mangifera,indica 1,no,120,700,800,1733227050015.jpg,1733227056614.jpg,1733227077168.jpg,1733227081874.jpg,1733227093549.jpg, ,-3.9194096,39.5782452,155.016,1.68, ,uuid:bbfb7966-8600-4db9-b926-e0615064cb3c,616,Lacuna Data Collectors,5
2913,2024-08-27T16:02:36.687+03:00,judy_akinyi,cropland_agroforestry,141,4,Mango,Mangifera,indica,no,120,600,800,1724763837177.jpg,1724763843897.jpg,1724763862569.jpg,1724763872037.jpg,1724763882837.jpg, ,-0.5509516,37.638277,1117.6,4.9, ,uuid:198c6580-855f-4e19-bb10-a765e517a955,616,Lacuna Data Collectors,5
2943,2024-08-26T13:01:12.762+03:00,sarah_mwangi,cropland_agroforestry,135,4,Mango,Mangifera,indica,no,85,730,800,1724666537146.jpg,1724666545378.jpg,1724666564974.jpg,1724666574047.jpg,1724666580350.jpg, ,-0.0177973,37.7812916,1060.1,4.833, ,uuid:04af55d9-2ca2-4f6c-97c3-267ea561e568,616,Lacuna Data Collectors,5
2873,2024-08-27T16:07:38.109+03:00,henry_oindi,cropland_agroforestry,141,4,Mango,Mangifera,indica,no,80,1200,800,1724764099943.jpg,1724764113761.jpg,1724764126254.jpg,1724764134268.jpg,1724764141585.jpg, ,-0.5510079,37.6383101,1117.1,3.08, ,uuid:0158092f-d853-48b1-883c-5b30827e276e,616,Lacuna Data Collectors,5
2952,2024-08-27T16:18:48.493+03:00,judy_akinyi,cropland_agroforestry,141,4,Mango,Mangifera,indica,no,80,650,800,1724764789633.jpg,1724764799822.jpg,1724764810907.jpg,1724764846741.jpg,1724764852406.jpg, ,-0.5511515,37.6381243,1118.8,4.9, ,uuid:1ec349fd-1e20-4d99-98ce-b48f09874dbe,616,Lacuna Data Collectors,5
2965,2024-08-31T13:53:27.076+03:00,judy_akinyi,cropland_agroforestry,157,4,Mango,Mangifera,indica,no,80,500,800,1725101670506.jpg,1725101677368.jpg,1725101684188.jpg,1725101689480.jpg,1725101700070.jpg, ,-1.0705847,37.35476,1326.5,2.95, ,uuid:ef6d865e-a715-4a56-811d-fb432cc30b9d,616,Lacuna Data Collectors,5
803,2024-07-18T12:20:12.652+03:00,sarah_mwangi,cropland_agroforestry,104,4,Mango,Mangifera,indica,no,75,750,800,1721294461066.jpg,1721294470532.jpg,1721294480298.jpg,1721294488964.jpg,1721294497076.jpg, ,-1.8293077,37.6849971,1110.1,4.58, ,uuid:208b8ebb-5e81-41c6-a8c6-17d4c6e07cbf,616,Lacuna Data Collectors,5
5424,2024-12-04T14:19:45.424+03:00,henry_oindi,cropland_agroforestry,15,3,Mango,Mangifera,indica 1,no,62,1200,800,1733311228939.jpg,1733311236712.jpg,1733311244026.jpg,1733311255869.jpg,1733311265417.jpg, ,-3.97177,39.6822869,21.023,1.14, ,uuid:984a7b5d-5d06-4bd6-a44e-198b56c4787f,616,Lacuna Data Collectors,5
762,2024-07-18T12:20:09.977+03:00,judy_akinyi,cropland_agroforestry,104,4,Mango,Mangifera,indica,no,60,100,800,1721294461979.jpg,1721294473376.jpg,1721294483873.jpg,1721294492626.jpg,1721294506480.jpg, ,-1.82879,37.6841913,1135.7,4.983,Mango plantation,uuid:f9b2e6e3-b8f6-4576-8f7a-a5ba7900c6f0,616,Lacuna Data Collectors,5
2890,2024-08-26T12:31:57.109+03:00,roy_spenser,cropland_agroforestry,134,4,Mango,Mangifera,indica,no,45,1200,800,1724664753233.jpg,1724664761712.jpg,1724664777147.jpg,1724664787124.jpg,1724664805016.jpg, ,-0.0166267,37.7822533,1073,4.7, ,uuid:b3bfba0d-06d4-4d91-b0a0-cd4effefe736,616,Lacuna Data Collectors,5
2905,2024-08-26T13:04:54.404+03:00,roy_spenser,cropland_agroforestry,135,4,Mango,Mangifera,indica,no,40,1000,800,1724666763599.jpg,1724666771263.jpg,1724666790788.jpg,1724666807527.jpg,1724666830574.jpg, ,-0.0181022,37.7817343,1107.3,4.766, ,uuid:b4d5912c-1b78-4f7d-8b4c-6855ecf43db0,616,Lacuna Data Collectors,5
2924,2024-08-26T13:07:31.539+03:00,judy_akinyi,cropland_agroforestry,135,4,Mango,Mangifera,indica,no,130,650,750,1724666921586.jpg,1724666932508.jpg,1724666946000.jpg,1724666954539.jpg,1724666961528.jpg, ,-0.0179953,37.7816456,1064.2,4.666, ,uuid:3ce287d4-2680-4ab7-8132-44b2da922351,616,Lacuna Data Collectors,5
2935,2024-08-26T12:27:56.843+03:00,judy_akinyi,cropland_agroforestry,134,4,Mango,Mangifera,indica,no,110,700,750,1724664537618.jpg,1724664546762.jpg,1724664559275.jpg,1724664566397.jpg,1724664579218.jpg, ,-0.0169816,37.7826205,1060.4,4.9, ,uuid:e857f5bd-ce54-4854-8dd3-8c46ae55ead2,616,Lacuna Data Collectors,5
2932,2024-08-26T12:20:30.103+03:00,sarah_mwangi,cropland_agroforestry,134,4,Mango,Mangifera,indica,no,80,930,750,1724664080872.jpg,1724664090336.jpg,1724664104958.jpg,1724664113199.jpg,1724664119790.jpg, ,-0.0163994,37.7822644,1072.5,4.983, ,uuid:2d86a01d-f5c5-4e5c-a710-520b8d9ae168,616,Lacuna Data Collectors,5
2895,2024-08-26T14:57:53.156+03:00,david_makori,cropland_agroforestry,136,4,Mango,Mangifera,indica,no,65,850,750,1724673527852.jpg,1724673537106.jpg,1724673550898.jpg,1724673560848.jpg,1724673570589.jpg, ,-0.1734619,37.8291741,901,4.283, ,uuid:104a710f-1c9d-44d8-ba71-9cb87b5328e3,616,Lacuna Data Collectors,5
768,2024-07-18T17:16:53.236+03:00,david_makori,cropland_agroforestry,82,4,Mango,Mangifera,indica,no,42,920,750,1721312304783.jpg,1721312346854.jpg,1721312360351.jpg,1721312373385.jpg,1721312385340.jpg, ,-1.754359,37.6039144,1175.6,4.85, ,uuid:bb641d12-f7ae-44ed-9c27-0e2ae865311d,616,Lacuna Data Collectors,5
769,2024-07-18T17:01:19.557+03:00,david_makori,cropland_agroforestry,82,4,Mango,Mangifera,indica,no,42,850,750,1721311344880.jpg,1721311357559.jpg,1721311390912.jpg,1721311402824.jpg,1721311411568.jpg, ,-1.7547079,37.6036472,1171.8,4.78, ,uuid:09c80793-a991-4153-a81f-115de905812b,616,Lacuna Data Collectors,5
5971,2024-12-07T15:06:38.906+03:00,henry_oindi,pasture_agroforestry,30,2,Mango,Mangifera,indica 1,no,80,1600,740,1733573240958.jpg,1733573250753.jpg,1733573256182.jpg,1733573269022.jpg,1733573274073.jpg, ,-4.5215066,39.1849878,6.765,2.192, ,uuid:bd42fe42-9c01-41eb-937d-d2a1a79512bf,616,Lacuna Data Collectors,5
5960,2024-12-07T14:57:40.085+03:00,henry_oindi,pasture_agroforestry,30,2,Mango,Mangifera,indica 1,no,36,1100,740,1733572698324.jpg,1733572704566.jpg,1733572709700.jpg,1733572717384.jpg,1733572721918.jpg, ,-4.5214941,39.1849844,6.383,0.856, ,uuid:e5a8465d-7bb1-4097-bcaa-f00e4c1268db,616,Lacuna Data Collectors,5
2914,2024-08-27T16:15:36.381+03:00,sarah_mwangi,cropland_agroforestry,141,4,Mango,Mangifera,indica,no,150,1250,710,1724764582120.jpg,1724764590353.jpg,1724764614856.jpg,1724764620744.jpg,1724764628355.jpg, ,-0.5507577,37.6377882,1111,4.9, ,uuid:ad56a63a-2edd-44cc-a7ec-ddd75894f09b,616,Lacuna Data Collectors,5
5798,2024-12-06T16:41:42.670+03:00,sarah_mwangi,cropland_agroforestry,26,3,Mango,Mangifera,indica 1,no,180,850,700,1733492538338.jpg,1733492543594.jpg,1733492558455.jpg,1733492564182.jpg,1733492568666.jpg, ,-4.3093671,39.4565832,140.86,1.861, ,uuid:aafe2649-d3fd-4038-bc15-c9d194b6c121,616,Lacuna Data Collectors,5
2936,2024-08-26T12:30:34.441+03:00,judy_akinyi,cropland_agroforestry,134,4,Mango,Mangifera,indica,no,110,600,700,1724664705278.jpg,1724664716694.jpg,1724664733746.jpg,1724664741050.jpg,1724664747310.jpg, ,-0.0170231,37.7826567,1060.4,4.4, ,uuid:4280fba7-434e-4a07-8d03-ac6c54078561,616,Lacuna Data Collectors,5
759,2024-07-18T11:51:15.141+03:00,judy_akinyi,cropland_agroforestry,104,4,Mango,Mangifera,indica,no,105,600,700,1721292796461.jpg,1721292807539.jpg,1721292820668.jpg,1721292831403.jpg,1721292843108.jpg, ,-1.828558,37.6847175,1136.5,4.833,mango plantation,uuid:7c9e631b-80b5-4d2d-ba3d-ec886740ec10,616,Lacuna Data Collectors,5
4094,2024-11-18T18:17:03.627+03:00,judy_akinyi,cropland_agroforestry,56,1,Mango,Mangifera,indica 1,no,100,800,700,1731943074262.jpg,1731943081149.jpg,1731943088700.jpg,1731943094532.jpg,1731943104709.jpg, ,0.0883203,34.7022465,1579.8,4.76, ,uuid:33f266dc-01c6-4c60-a8ab-6176bcf6e2ab,616,Lacuna Data Collectors,5
2876,2024-08-31T13:45:13.299+03:00,henry_oindi,cropland_agroforestry,157,4,Mango,Mangifera,indica,no,80,900,700,1725101154047.jpg,1725101165132.jpg,1725101174576.jpg,1725101181340.jpg,1725101194638.jpg, ,-1.0705867,37.3547705,1319.7,3.16, ,uuid:dc569cee-f971-4b26-92dc-14aa20b8f7e8,616,Lacuna Data Collectors,5
2874,2024-08-28T13:38:15.057+03:00,henry_oindi,cropland_agroforestry,151,4,Mango,Mangifera,indica,no,80,760,700,1724841544094.jpg,1724841552563.jpg,1724841564980.jpg,1724841572448.jpg,1724841580008.jpg, ,-0.5712996,37.3549763,1304.5,4.84, ,uuid:6c8a7af7-8ffc-477c-87e6-e6877bdd263f,616,Lacuna Data Collectors,5
5397,2024-12-04T14:08:37.702+03:00,henry_oindi,cropland_agroforestry,15,3,Mango,Mangifera,indica 1,no,73,1900,700,1733310568191.jpg,1733310573102.jpg,1733310577797.jpg,1733310584993.jpg,1733310599690.jpg, ,-3.9719558,39.6816746,35.003,0.885, ,uuid:325e0c42-6c96-4112-ab18-1269fb7dc5d0,616,Lacuna Data Collectors,5
2920,2024-08-31T13:41:27.039+03:00,roy_spenser,cropland_agroforestry,157,4,Mango,Mangifera,indica,no,70,800,700,1725100941023.jpg,1725100949278.jpg,1725100958112.jpg,1725100965324.jpg,1725100981426.jpg, ,-1.0699768,37.3544851,1310.3,4.82, ,uuid:f4c815da-4e77-4c27-a288-13e1035cbf93,616,Lacuna Data Collectors,5
5389,2024-12-04T14:03:27.598+03:00,henry_oindi,cropland_agroforestry,15,3,Mango,Mangifera,indica 1,no,66,2200,700,1733310252175.jpg,1733310264209.jpg,1733310270094.jpg,1733310276403.jpg,1733310280331.jpg, ,-3.9719594,39.6817658,36.415,0.964, ,uuid:fcda7d39-5157-4ef3-95ed-045d40651673,616,Lacuna Data Collectors,5
807,2024-07-18T11:48:16.760+03:00,henry_oindi,cropland_agroforestry,104,4,Mango,Mangifera,indica,no,60,650,700,1721292583050.jpg,1721292591384.jpg,1721292599047.jpg,1721292612110.jpg,1721292622905.jpg, ,-1.8283416,37.6847656,1139.5,4.975, ,uuid:5c7cd037-c494-4632-bc61-25e95679b9c3,616,Lacuna Data Collectors,5
2891,2024-08-26T12:39:52.384+03:00,roy_spenser,cropland_agroforestry,134,4,Mango,Mangifera,indica,no,45,900,700,1724665236104.jpg,1724665243476.jpg,1724665254938.jpg,1724665264296.jpg,1724665275785.jpg, ,-0.0158119,37.7829052,1073.5,4.66, ,uuid:005b86a5-71fa-4f8b-b849-69e5a50717cb,616,Lacuna Data Collectors,5
813,2024-07-18T12:14:57.740+03:00,henry_oindi,cropland_agroforestry,104,4,Mango,Mangifera,indica,no,40,900,700,1721294164504.jpg,1721294176750.jpg,1721294184997.jpg,1721294191306.jpg,1721294205476.jpg, ,-1.8284168,37.6843746,1146.9,4.916, ,uuid:b1605b8c-e224-493a-944b-398bc2281288,616,Lacuna Data Collectors,5
862,2024-07-18T11:59:38.345+03:00,henry_oindi,cropland_agroforestry,104,4,Mango,Mangifera,indica,no,40,800,700,1721293227865.jpg,1721293239659.jpg,1721293252370.jpg,1721293258839.jpg,1721293265913.jpg, ,-1.8282596,37.684644,1148,4.7, ,uuid:c28bd322-f351-43f6-897d-7c48920a1e54,616,Lacuna Data Collectors,5
